,code,product_name,canonical_categories,canonical_countries,ingredients_n,known_ingredients_n,unknown_ingredients_n,completeness,scans_n,unique_scans_n,creator,completeness_ratio,compl_critical_ratio,is_duplicate_product_name,ingredients_match,unknown_ingredients_ratio,ingredients_quality_score,countries_count,categories_count,missing_country_flag,missing_category_flag,missing_both_taxonomy_flag,country_languages,category_languages,countries_mixl,categories_mixl,has_lang_conflict,taxonomy_score,product_quality_score,brand_group,match_layer
10,6111056012979,No Product Name,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",25,18,7,0.375,344.0,268.0,smoothie-app,1.0,1.0,1,1,0.28,0.72,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.902,Unknown,empty
11,6111245596099,Lingette Bebe 120x,[],"[""en:morocco""]",22,17,5,0.6625,304.0,261.0,vegan-app-chakib,1.0,1.0,0,1,0.2272727272727272,0.7727272727272727,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9204545454545456,Other,unmatched
12,3337875597197,CeraVe Schuimende Reinigingsgel,"[""nl:Beauty"", ""nl:Gezichtsreiniging"", ""nl:Reinigingsgel"", ""nl:Skincare""]","[""en:netherlands""]",28,26,2,0.6625,308.0,257.0,smoothie-app,1.0,1.0,0,1,0.0714285714285714,0.9285714285714286,1,4,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.95,CeraVe (L'Oréal),independent
13,6111275360004,No Product Name,[],"[""en:france"", ""en:morocco""]",1,0,1,0.1625,313.0,256.0,smoothie-app,0.5714285714285714,0.25,1,1,1.0,0.0,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.2428571428571428,Unknown,empty
14,42164104,No Product Name,"[""en:incorrect-product-type"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",1,0,1,0.3625,305.0,246.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65,Other,unmatched
15,6111056012986,cadum,"[""en:hair"", ""en:shampoos"", ""ar:shampo"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",29,0,29,0.6,291.0,235.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,5,0,0,0,"[""en""]","[""en"", ""ar""]",0,1,0,0.6666666666666667,0.625,Other,unmatched
16,4005808890590,Nivea crème,"[""en:Baby-foods"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:france"", ""en:morocco"", ""en:peru""]",1,0,1,0.475,293.0,234.0,app-kaki,1.0,1.0,1,1,1.0,0.0,3,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65,Nivea (Beiersdorf),independent
17,4066447341942,Deocreme mit Natron und Zink,"[""de:deocreme"", ""de:drogerie-produkt"", ""fr:Cosm\u00e9tique""]","[""en:germany"", ""en:morocco""]",13,8,5,0.575,275.0,231.0,smoothie-app,1.0,1.0,0,1,0.3846153846153846,0.6153846153846154,2,3,0,0,0,"[""en""]","[""de"", ""fr""]",0,1,1,0.3333333333333333,0.8153846153846154,dm Drogerie,private_label
18,4000196901163,Glysolid,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco"", ""en:somalia""]",22,14,8,0.475,297.0,224.0,openfoodfacts-contributors,1.0,1.0,0,1,0.3636363636363636,0.6363636363636364,2,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8727272727272727,Unknown,empty
19,3337875597357,Foaming cleanser,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:produit cosmetique""]","[""en:france"", ""en:italy"", ""en:morocco"", ""en:spain""]",23,23,0,0.4625,272.0,222.0,smoothie-app,1.0,1.0,0,1,0.0,1.0,4,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.975,L'Oréal,corporate
20,6111056013082,Cadum,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:Cadum purifie et adoucit au ghassoul""]","[""en:morocco""]",24,22,2,0.4875,260.0,217.0,smoothie-app,1.0,1.0,1,1,0.0833333333333333,0.9166666666666666,1,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9458333333333332,Unknown,empty
23,5410076652105,No Product Name,"[""en:Open-beauty-facts""]","[""en:morocco""]",2,0,2,0.475,249.0,208.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65,Pantene (P&G),independent
24,5410076651627,Champoings,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",26,26,0,0.4625,244.0,198.0,smoothie-app,1.0,1.0,0,1,0.0,1.0,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,1.0,Pantene (P&G),independent
26,6111056014508,Cadum,[],"[""en:morocco""]",19,0,19,0.375,216.0,188.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.65,Other,unmatched
27,42182634,Vaseline Original Petroleum Jelly,"[""en:body"", ""en:body-creams"", ""nl:Huidverzorging"", ""nl:Verzorging""]","[""en:netherlands""]",1,0,1,0.6625,211.0,186.0,app-kaki,1.0,1.0,1,1,1.0,0.0,1,4,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.625,Other,unmatched
28,4005808890576,Nivea soft,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:cr\u00e8me de soin hydratante""]","[""en:france"", ""en:morocco"", ""en:united-kingdom""]",41,19,22,0.5875,232.0,186.0,manall,1.0,1.0,1,1,0.5365853658536586,0.4634146341463414,3,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.7871951219512194,Other,unmatched
29,8001090662231,Coconut Milk,"[""en:health-beauty"", ""en:personal-care"", ""en:hair-care"", ""en:shampoo-conditioner"", ""en:shampoo"", ""en:hair""]","[""en:morocco""]",41,39,2,0.575,224.0,186.0,smoothie-app,1.0,1.0,1,1,0.048780487804878,0.951219512195122,1,6,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9829268292682928,Other,unmatched
30,8718951432512,No Product Name,"[""en:open-beauty-facts""]","[""en:morocco""]",22,15,7,0.275,215.0,186.0,smoothie-app,0.7142857142857143,0.5,1,1,0.3181818181818182,0.6818181818181819,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.6172077922077922,Unknown,empty
31,3337875597180,CeraVe Hydraterende Reinigingscrème,"[""nl:Beauty"", ""nl:Dermacare""]","[""en:netherlands""]",25,24,1,0.5625,229.0,176.0,smoothie-app,1.0,1.0,1,1,0.04,0.96,1,2,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.961,CeraVe (L'Oréal),independent
32,8001090662057,SHAMPOO,"[""en:Non-food-products"", ""en:Open-beauty-facts"", ""fr:cosm\u00e9tiques""]","[""en:morocco"", ""en:Maroc""]",1,0,1,0.4625,202.0,172.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,2,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.625,Unknown,empty
36,4250947516027,Essence Lash Princess False Lash Effect Black Mascara,"[""en:makeup"", ""en:eyes"", ""en:eyes-makeup"", ""en:mascara"", ""nl:Beauty""]","[""en:netherlands""]",39,17,22,0.4625,185.0,157.0,smoothie-app,1.0,1.0,0,1,0.5641025641025641,0.4358974358974359,1,5,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.7775641025641026,Other,unmatched
37,3574669908030,No Product Name,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",24,20,4,0.475,217.0,156.0,smoothie-app,1.0,1.0,1,1,0.1666666666666666,0.8333333333333334,1,4,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9416666666666668,Other,unmatched
38,3337875784054,Blemish control cleanser,[],"[""en:algeria"", ""en:france"", ""en:italy"", ""en:morocco"", ""en:spain"", ""en:united-kingdom""]",23,22,1,0.375,188.0,156.0,smoothie-app,1.0,1.0,0,1,0.0434782608695652,0.9565217391304348,6,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9847826086956524,L'Oréal,corporate
41,3600540539397,garnier,[],"[""en:algeria"", ""en:france"", ""en:morocco"", ""en:saudi-arabia""]",22,21,1,0.4625,171.0,154.0,foodless,1.0,1.0,1,1,0.0454545454545454,0.9545454545454546,4,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9840909090909092,Garnier (L'Oréal),independent
42,4005900008985,No Product Name,"[""en:open-beauty-facts""]","[""en:algeria"", ""en:morocco"", ""en:saudi-arabia""]",53,23,30,0.375,189.0,152.0,smoothie-app,1.0,1.0,1,1,0.5660377358490566,0.4339622641509434,3,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8018867924528302,Nivea (Beiersdorf),independent
43,8480000467713,Cream pure urea 10%,"[""en:body"", ""en:body-creams"", ""ar:\u0643\u0631\u064a\u0645\u0627\u062a-\u0644\u0644\u0642\u062f\u0645""]","[""en:morocco"", ""en:portugal"", ""en:spain""]",24,22,2,0.6625,180.0,151.0,openfoodfacts-contributors,1.0,1.0,0,1,0.0833333333333333,0.9166666666666666,3,3,0,0,0,"[""en""]","[""en"", ""ar""]",0,1,0,0.6666666666666667,0.9458333333333332,Mercadona,private_label
44,8717163997345,Dove Original Anti-persperant,"[""en:Open-beauty-facts""]","[""en:morocco"", ""en:united-kingdom""]",23,21,2,0.575,179.0,150.0,swipe-studio,1.0,1.0,0,1,0.0869565217391304,0.9130434782608696,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9695652173913044,Unilever,corporate
45,5011321986794,No Product Name,"[""fr:Bkj"", ""fr:cadum""]","[""en:morocco""]",1,0,1,0.375,180.0,149.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,2,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.625,Unknown,empty
46,3337875597333,CeraVe Hydraterende Reinigingscrème,"[""en:face"", ""en:cleansers"", ""en:cleansing-milks"", ""nl:Beauty"", ""nl:Gezichtsreiniging"", ""nl:Skincare""]","[""en:netherlands""]",24,23,1,0.5625,187.0,148.0,smoothie-app,1.0,1.0,1,1,0.0416666666666666,0.9583333333333334,1,6,0,0,0,"[""en""]","[""en"", ""nl""]",0,1,0,0.6666666666666667,0.9604166666666668,CeraVe (L'Oréal),independent
48,8718481351000,Gel 92 % Aloe vera,"[""fr:Gel corps"", ""fr:Gel hydratant"", ""fr:visage et mains""]","[""en:belgium"", ""en:france"", ""en:morocco""]",17,15,2,0.5875,163.0,145.0,smoothie-app,1.0,1.0,0,1,0.1176470588235294,0.8823529411764706,3,3,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.9338235294117648,Other,unmatched
49,8717163004869,Go fresh,"[""en:incorrect-product-type"", ""en:non-food-products"", ""en:open-beauty-facts"", ""en:Cosmetic products"", ""fr:cosm\u00e9tiques""]","[""en:algeria"", ""en:morocco""]",24,15,9,0.6,180.0,144.0,smoothie-app,1.0,1.0,0,1,0.375,0.625,2,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.84375,Dove (Unilever),independent
50,8480000467942,Deodorant,"[""en:Open-beauty-facts""]","[""en:morocco"", ""en:spain""]",19,13,6,0.4625,177.0,142.0,smoothie-app,1.0,1.0,1,1,0.3157894736842105,0.6842105263157895,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.8894736842105263,Mercadona,private_label
51,6111033001507,Madonna,"[""en:Beverages"", ""en:Beverages-and-beverages-preparations"", ""en:Waters""]","[""en:france"", ""en:morocco""]",6,2,4,0.5625,158.0,139.0,openfoodfacts-contributors,1.0,1.0,0,1,0.6666666666666666,0.3333333333333333,2,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7666666666666667,Unknown,empty
52,3337875597210,CeraVe Hydraterende Melk,"[""nl:Beauty"", ""nl:Dermacare""]","[""en:netherlands""]",31,25,6,0.5625,157.0,137.0,openfoodfacts-contributors,1.0,1.0,1,1,0.1935483870967742,0.8064516129032258,1,2,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.907258064516129,CeraVe (L'Oréal),independent
53,8712561483094,No Product Name,[],"[""en:morocco""]",30,27,3,0.1625,181.0,137.0,sebleouf,1.0,1.0,1,1,0.1,0.9,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.965,Unknown,empty
56,6111246207680,No Product Name,[],"[""en:morocco""]",24,20,4,0.175,166.0,133.0,salma22,1.0,1.0,1,1,0.1666666666666666,0.8333333333333334,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9416666666666668,Unknown,empty
58,3600522410874,Huile extraordinaire,"[""en:hair"", ""en:hair-care""]","[""en:france"", ""en:morocco""]",11,2,9,0.575,160.0,131.0,jptonnel,1.0,1.0,1,1,0.8181818181818182,0.1818181818181817,2,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7136363636363636,L'Oréal,corporate
59,8886467010293,No Product Name,[],"[""en:morocco""]",31,18,13,0.2625,168.0,130.0,smoothie-app,1.0,1.0,1,1,0.4193548387096774,0.5806451612903225,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8532258064516128,Unknown,empty
60,3574661288352,Nottregona,"[""en:Open-beauty-facts""]","[""en:france"", ""en:morocco""]",30,5,25,0.5625,159.0,127.0,kiliweb,1.0,1.0,0,1,0.8333333333333334,0.1666666666666666,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7083333333333334,Neutrogena (J&J),independent
61,3337872411991,gel nettoyant,"[""en:Face cleansing gel"", ""fr:skin-care""]","[""en:france"", ""en:morocco""]",23,20,3,0.7625,142.0,126.0,zayna,1.0,1.0,0,1,0.1304347826086956,0.8695652173913043,2,2,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.9293478260869564,La Roche-Posay (L'Oréal),independent
63,6223000659243,Johnsons,"[""en:incorrect-product-type"", ""en:non-food-products"", ""en:open-beauty-facts"", ""fr:Baby shampoo"", ""fr:Shampoing""]","[""en:morocco""]",22,14,8,0.6875,138.0,124.0,nouamane10,1.0,1.0,1,1,0.3636363636363636,0.6363636363636364,1,5,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8477272727272727,Other,unmatched
65,3337875816847,Cicaplast Baume B5+,"[""fr:Baumes et beurres pour le corps""]","[""en:france"", ""en:morocco""]",33,25,8,0.675,159.0,122.0,openfoodfacts-contributors,1.0,1.0,0,1,0.2424242424242424,0.7575757575757576,2,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.8901515151515151,La Roche-Posay (L'Oréal),independent
66,8720181689079,No Product Name,[],"[""en:france"", ""en:morocco""]",43,28,15,0.1625,185.0,121.0,smoothie-app,0.5714285714285714,0.25,1,1,0.3488372093023256,0.6511627906976745,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.4707641196013289,Unknown,empty
69,6111246207512,No Product Name,[],"[""en:morocco""]",22,19,3,0.1625,155.0,120.0,smoothie-app,1.0,1.0,1,1,0.1363636363636363,0.8636363636363636,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9522727272727272,Unknown,empty
73,3574669907927,No Product Name,"[""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",16,14,2,0.2625,145.0,119.0,ilyboua,1.0,1.0,1,1,0.125,0.875,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.95625,Unknown,empty
74,7702018271788,Sport Triumph,[],"[""en:morocco""]",9,8,1,0.4625,135.0,118.0,foodless,1.0,1.0,0,1,0.1111111111111111,0.8888888888888888,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9611111111111112,Gillette (P&G),independent
76,6111056013174,No Product Name,[],"[""en:morocco""]",15,15,0,0.2625,147.0,117.0,smoothie-app,1.0,1.0,1,1,0.0,1.0,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,1.0,Unknown,empty
77,40058153,Nivea Creeme,"[""en:Body care"", ""en:Care"", ""en:Creme"", ""en:Family"", ""en:open-beauty-facts""]","[""en:morocco"", ""en:turkey""]",22,20,2,0.775,149.0,116.0,sadettin,1.0,1.0,0,1,0.0909090909090909,0.9090909090909092,2,5,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.968181818181818,Nivea (Beiersdorf),independent
78,3549620008388,Shampooing karité,"[""en:open-beauty-facts""]","[""en:france"", ""en:georgia"", ""en:morocco""]",15,5,10,0.6625,132.0,114.0,openfoodfacts-contributors,1.0,1.0,1,1,0.6666666666666666,0.3333333333333333,3,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7666666666666667,Other,unmatched
79,8710522417379,Signal Integral 8 Dentifrice Nature Elements Charbon 75ml,"[""en:non-food-products"", ""en:open-beauty-facts"", ""en:toothpaste""]","[""en:france"", ""en:morocco""]",12,10,2,0.675,122.0,114.0,pommeorange147,1.0,1.0,0,1,0.1666666666666666,0.8333333333333334,2,3,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9416666666666668,Unilever,corporate
80,8711568058717,Dentifrice turmeric,"[""en:Open-beauty-facts"", ""fr:soins dentaires""]","[""en:belgium"", ""en:france"", ""en:germany"", ""en:morocco"", ""en:netherlands"", ""en:spain""]",18,14,4,0.875,124.0,113.0,openfoodfacts-contributors,1.0,1.0,0,1,0.2222222222222222,0.7777777777777778,6,2,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.8972222222222221,Other,unmatched
81,3337875696548,Lipikar Baume AP+ M,"[""en:body"", ""en:body-creams"", ""fr:baumes-et-beurres-pour-le-corps""]","[""en:belgium"", ""en:france"", ""en:italy"", ""en:morocco""]",27,25,2,0.775,128.0,112.0,vala81,1.0,1.0,0,1,0.074074074074074,0.925925925925926,4,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.949074074074074,L'Oréal,corporate
83,3600551119816,Shampoing,"[""en:Open-beauty-facts""]","[""en:france"", ""en:morocco""]",26,20,6,0.575,139.0,109.0,smoothie-app,1.0,1.0,1,1,0.2307692307692307,0.7692307692307692,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9192307692307692,Other,unmatched
86,3337875597395,CeraVe Hydraterende Melk,"[""nl:Bodylotion"", ""nl:Huidverzorging"", ""nl:Verzorging""]","[""en:netherlands""]",12,9,3,0.5625,121.0,109.0,smoothie-app,1.0,1.0,1,1,0.25,0.75,1,3,0,0,0,"[""en""]","[""nl""]",0,0,1,0.6666666666666667,0.8875,CeraVe (L'Oréal),independent
87,3600522215370,Huile extraordinaire,"[""en:hair"", ""en:hair-care""]","[""en:france"", ""en:morocco"", ""en:reunion""]",19,15,4,0.4625,132.0,108.0,openfoodfacts-contributors,1.0,1.0,1,1,0.2105263157894736,0.7894736842105263,3,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.9263157894736842,Other,unmatched
88,4005900369581,body lotion,"[""fr:Beurre de cocoa""]","[""en:morocco""]",43,20,23,0.575,144.0,107.0,openfoodfacts-contributors,1.0,1.0,1,1,0.5348837209302325,0.4651162790697675,1,1,0,0,0,"[""en""]","[""fr""]",0,0,1,0.6666666666666667,0.7877906976744187,Nivea (Beiersdorf),independent
89,8410751093176,Fresa y nata,"[""en:non-food-products"", ""en:open-beauty-facts""]","[""en:morocco""]",21,18,3,0.4625,145.0,107.0,smoothie-app,1.0,1.0,1,1,0.1428571428571428,0.8571428571428572,1,2,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.95,Other,unmatched
91,4005808925124,Nivea crème,"[""en:body"", ""en:body-creams"", ""fr:cremes-hydratantes""]","[""en:france"", ""en:morocco""]",22,20,2,0.775,118.0,107.0,sebleouf,1.0,1.0,1,1,0.0909090909090909,0.9090909090909092,2,3,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.943181818181818,Beiersdorf,corporate
93,3600551146065,Déodorant invisimax,[],"[""en:france"", ""en:morocco""]",13,9,4,0.375,140.0,104.0,smoothie-app,1.0,1.0,0,1,0.3076923076923077,0.6923076923076923,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.8923076923076924,Other,unmatched
96,8480000468772,leche limpiadora,"[""en:milks""]","[""en:morocco"", ""en:spain""]",26,8,18,0.475,120.0,103.0,veganeamos,1.0,1.0,1,1,0.6923076923076923,0.3076923076923077,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.7576923076923078,Mercadona,private_label
98,8712561483162,No Product Name,[],"[""en:morocco""]",35,26,9,0.375,131.0,101.0,openfoodfacts-contributors,0.7142857142857143,0.5,1,1,0.2571428571428571,0.7428571428571429,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.6385714285714286,Other,unmatched
101,3610340023675,No Product Name,"[""en:open-beauty-facts""]","[""en:morocco""]",66,22,44,0.2875,157.0,97.0,smoothie-app,0.7142857142857143,0.5,1,1,0.6666666666666666,0.3333333333333333,1,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.4952380952380952,Unknown,empty
105,6111259733787,اوني 750,[],"[""en:morocco""]",3,1,2,0.375,103.0,94.0,smoothie-app,0.7142857142857143,0.5,0,1,0.6666666666666666,0.3333333333333333,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.4952380952380952,Unknown,empty
107,8001090134226,Toallitas,[],"[""en:morocco""]",18,17,1,0.375,119.0,94.0,jkmjalal,1.0,1.0,1,1,0.0555555555555555,0.9444444444444444,1,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.9805555555555556,Other,unmatched
109,8718951696150,No Product Name,[],"[""en:france"", ""en:morocco""]",37,28,9,0.15,125.0,92.0,smoothie-app,0.5714285714285714,0.25,1,1,0.2432432432432432,0.7567567567567568,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.5077220077220077,Unknown,empty
113,8480000443373,Argan oil shampoo,"[""en:hygiene""]","[""en:morocco"", ""en:spain""]",5,0,5,0.475,101.0,90.0,veganeamos,1.0,1.0,1,1,1.0,0.0,2,1,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65,Mercadona,private_label
114,6111242926448,Vitaïa,"[""en:incorrect-product-type"", ""en:Cosmetic products"", ""en:Non-food-products"", ""en:Open-beauty-facts""]","[""en:morocco""]",1,0,1,0.5875,132.0,89.0,smoothie-app,1.0,1.0,1,1,1.0,0.0,1,4,0,0,0,"[""en""]","[""en""]",0,0,0,1.0,0.65,Other,unmatched
117,8718951599758,No Product Name,[],"[""en:france"", ""en:morocco""]",7,7,0,0.4875,94.0,87.0,smoothie-app,0.7142857142857143,0.5,1,1,0.0,1.0,2,0,0,1,0,"[""en""]",[],0,0,0,1.0,0.7285714285714285,Sanex (Colgate-Palmolive),independent
118,8002110383709,neutrogena creme main,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:seeds"", ""fr:cr\u00e8me mains""]","[""en:france"", ""en:italy"", ""en:morocco"", ""en:united-kingdom""]",10,9,1,0.575,101.0,85.0,smoothie-app,1.0,1.0,0,1,0.1,0.9,4,4,0,0,0,"[""en""]","[""en"", ""fr""]",0,1,0,0.6666666666666667,0.94,Neutrogena (J&J),independent
